538:149,5258,10269,19529,23484,31901,34239,39954,46216,116920
539:326,1039,4034,7409,14202,17769,32831,45649,49734,79681
564:65,97,709,1494,1891,3013,3751,4536,32199,86763
582:1550,3751,18896,22872,23754,35121,39604,51829,56070,58250
585:17,30,185,901,1126,1362,1499,3841,4187,95375
590:1216,2073,10353,11108,12162,13340,32389,70019,75650,97938
601:27912,31717,48912,75023,90054,90819,94414,105155,121234,121660
618:221,5157,7264,7806,11506,13150,13206,15141,55430,62001
624:3190,3864,3915,4485,4966,5450,5827,6266,8514,9368
627:17,76,302,654,9761,19731,42376,51158,77531,114599
628:17,76,302,654,6526,21488,39233,65861,75280,84119
632:1937,9042,16386,35960,36398,40478,52165,76752,79189,103249
633:1039,3943,14728,28453,30698,59570,70945,95362,106118,109798
634:367,559,1600,2115,4697,4907,4967,9916,12332,22689
646:17934,20382,25770,37192,51644,55900,63554,65568,81900,114955
666:4510,10192,16817,25228,32288,38530,62558,66629,88204,98481
667:909,1405,5577,7586,14590,37653,48211,62404,76623,88726
669:17,866,14435,16439,51119,74425,94180,98042,103046,111861
678:65,76,720,901,1535,5445,21462,22518,26096,30911
680:29,58,65,559,749,14617,25563,29221,74840,112943
681:6411,8786,29458,32447,39027,46215,48356,48465,62566,82585
682:44,336,709,2460,2614,9491,14498,18867,26376,40716
683:226,301,669,698,787,45128,69187,71448,97127,112536
684:574,877,1099,1139,2103,7180,7711,7994,14754,64022
715:4585,7658,10722,11946,12861,14375,23367,31045,50042,77110
716:32,96,209,331,454,855,1109,2030,7010,7178
741:61,301,364,1803,8520,39242,40015,47587,60765,110250
750:559,1217,1382,2059,2200,2369,14129,19963,34508,65199
754:356,709,2085,4034,5643,8100,8546,18867,31390,101326
756:285,1217,3751,8105,17769,32848,38852,46216,78112,79942
757:470,1091,4008,4765,4816,9059,9598,11535,11861,12915
758:15,356,407,909,1109,1240,4374,10046,15676,19354
763:354,3751,9047,9372,27649,33659,39604,40704,112823,116700
773:3141,4916,7742,10256,13958,18491,26219,28635,34246,45008
774:65,116,521,1245,3751,4338,4669,8100,9850,12015
775:559,1190,3751,3943,8683,10022,13070,18666,20004,26371
782:1039,1825,7145,9617,14728,17275,26744,29709,71891,103144
784:1009,1130,1886,3751,4536,5159,8100,9850,14202,29999
793:116,398,709,3250,3448,3628,4756,10075,13636,15937
803:138,449,496,1119,1832,2618,14912,79582,88712,99004
813:8276,9695,12318,16347,26895,35068,42167,48021,79681,84326
815:749,1890,17238,39013,71375,79942,81255,90488,91650,97995
817:29,239,486,749,1102,1499,3751,47387,70019,80239
818:11759,11917,12657,25359,38174,53190,62566,76837,78263,83708
823:28,849,1744,6603,14498,21145,39027,57270,71891,82585
825:3632,8100,8489,9850,10022,11485,14912,25491,26895,77914
833:220,559,1410,1548,2369,2982,3632,3751,6759,17164
835:1216,8276,12162,21798,22630,22872,43130,75650,90261,94024
838:224,226,8066,28371,45281,59054,59116,65469,84808,113566
844:3751,4338,13340,17934,18666,22134,51027,69032,70019,87159
850:22,278,354,546,1044,1499,2430,2976,4068,5638
856:303,364,598,709,1101,1958,5567,13498,18505,19984
857:709,3476,3751,8355,9372,17769,40364,60832,68323,97938
874:296,932,1696,1886,3751,9617,14617,19669,21145,81912
891:254,2638,4932,7194,17934,22134,81900,88980,112071,122068
899:709,1815,5567,9580,10930,17587,26895,42833,43222,44666
900:398,2447,3180,3829,4126,8209,9337,13384,24211,32463
911:3,179,239,395,726,1023,1126,2868,3841,12165
918:15,94,327,361,2917,17275,24195,27785,29221,35101
925:41,370,1091,5484,7407,11861,13901,14328,20312,28072
926:116,1653,3751,3943,7973,9372,9850,13717,19963,20182
937:776,3485,3915,4054,8100,14912,23122,33701,39947,61146
949:8,17,58,76,84,302,616,654,866,1790
964:65,363,431,873,26618,31784,51008,61647,67929,81014
970:2656,5998,9093,14636,36227,39096,49357,54214,59184,83571
977:709,1217,1886,3013,3751,6957,8055,11154,28061,50153
981:94,165,508,1340,1382,1875,1881,3250,3288,4513
982:326,472,496,594,646,812,1119,3046,7506,15242
984:15,395,709,1109,1217,1572,4268,9372,19529,21899
992:119,1555,2068,2531,4328,6527,39027,82585,84526,108881
993:3,29,239,749,1476,3234,18057,22134,70019,90261
998:6573,10757,20004,25174,39947,41462,43373,43900,73575,76092
1000:65,326,709,3233,3474,3751,8100,9372,9850,14202
1007:116,356,709,909,1494,4536,5278,17761,63461,94253
1027:1147,2103,4792,6097,9417,9874,14593,21594,22343,40015
1028:342,1181,1762,2338,2531,2626,3162,3730,5553,95175
1044:30,44,84,946,1362,1762,1874,4288,14756,69383
1045:65,356,559,3751,4536,8100,9047,9850,16347,18666
1049:2545,5287,8574,9981,10048,11070,27923,29290,33595,41249
1068:1130,3426,4218,4807,5975,6359,6880,7675,13267,32062
1069:326,749,875,1187,1217,8100,9850,14202,28684,32199
1070:56,1405,1653,3751,5553,18315,21297,32743,32831,93265
1082:269,3751,8489,8964,15141,28061,29221,32199,35589,38283
1083:8,17,58,76,84,302,616,654,866,1034
1088:119,1009,2982,3642,6809,10046,12442,23266,29221,57185
1094:1039,1494,1890,3013,3751,5301,9850,16319,25491,32199
1116:65,239,736,1023,8146,14654,21544,38031,43512,122697
1121:17,9120,11017,15167,17669,19122,25601,31244,63725,74826
1125:84,278,829,1039,2982,3191,8355,18578,25491,32199
1127:65,427,1703,20505,26079,29072,38735,41461,60746,112280
1132:591,861,1152,2200,2338,2429,2626,3304,13562,52341
1133:326,497,1653,3476,3751,4338,4485,9906,14202,25491
1140:58,302,3751,3943,8064,8647,8964,9372,14617,17431
1141:176,1066,1435,1449,1790,3309,3789,6455,8011,10695
1148:179,641,901,1023,1126,1937,3841,4187,4976,7006
1153:6968,26460,30002,86286,93654,95175,102512,102983,107547,109876
1163:17,138,224,226,301,361,518,650,866,1097
1166:6708,20167,24889,25563,26895,29999,35101,37322,46773,52204
1172:889,7396,7984,10022,13228,24429,32831,54216,56962,57944
1192:3751,4054,8100,8489,9372,9850,13717,32199,33659,51306
1204:29,302,495,749,1180,1476,3234,3632,4025,35320
1208:3,17,162,194,239,395,511,726,837,1567
1209:94,114,356,1218,1382,2140,28541,31189,75313,79743
1234:1560,5144,37106,38251,45085,63357,65642,73767,74050,121223
1236:65,889,1030,4942,6708,6793,8566,8973,14518,39514
1245:3,65,131,239,363,431,496,873,931,1187
1263:1384,1494,1653,3751,4054,8100,8683,9047,9850,10022
1267:73,490,1567,1614,1960,2200,2868,3426,6485,6837
1269:3107,4021,4568,7859,8225,11725,11884,14401,21771,23191
1288:1017,31508,51853,57908,67016,74535,87616,95607,97859,109653
1295:15,1155,1719,3751,4338,6759,8730,12015,22606,32199
1296:29,449,495,591,709,749,861,1462,1476,3234
1302:17,94,101,162,239,289,554,709,866,1382
1305:3,17,28,84,239,787,861,19531,56630,56656
1342:88,4753,5347,9581,11677,17250,24711,30002,39947,61772
1382:8489,11243,11602,13562,14136,24889,27269,56614,63733,96005
1389:17,58,76,302,616,654,61636,71313,71576,75115
1391:16823,26376,38549,62593,64823,71234,83583,84296,104871,117094
1397:2307,4021,4740,7585,8940,12589,17071,18375,33785,49725
1402:3751,9372,9850,11485,13717,16347,36838,47387,70019,121136
1405:8,17,58,76,84,302,616,654,866,106442
1407:17,58,76,302,616,654,1324,8144,69841,84377
1408:17,88,93,1985,4753,5347,9024,9581,12223,61772
1409:179,387,908,1763,3028,3751,8489,17934,19529,25491
1412:380,449,521,1622,1693,2013,2163,4048,5581,102046
1413:116,269,3250,4338,12015,19529,21297,21555,28061,32199
1418:1405,1684,1890,12440,19529,25585,26895,30002,32199,35840
1419:119,827,1410,2068,4249,27138,39901,41257,44607,68990
1420:179,11485,12564,13340,16311,25491,57074,57798,63855,75650
1427:427,1344,3159,3476,3751,4187,4203,10856,14202,18867
1430:58,766,1196,2657,3057,4522,6346,17443,24893,121749
1431:32,58,162,285,17487,17769,28453,56070,70019,118564
1435:967,1930,3751,4338,8355,9372,12175,13717,17769,56895
1437:357,776,1544,3847,4919,5857,6303,10075,11762,20850
1441:6559,25679,38302,52696,52711,67843,80319,99349,104761,111336
1447:498,9580,18867,25556,26895,33904,41220,49233,57944,84326
1448:20302,43332,46690,68952,77410,88402,94848,100488,103540,118605
1457:179,322,834,901,1126,1764,3527,3841,4187,7006
1458:15,17,447,578,1449,2739,4536,10520,11522,14330
1469:1890,3751,8100,8355,9372,9850,12259,13717,18666,32741
1477:1449,6527,9580,22136,24889,35101,42167,45793,66361,71559
1486:2634,5890,14147,15623,21193,26131,26847,30972,42089,57984
1490:65,179,546,901,1023,1475,8788,10973,70683,105409
1491:3,239,302,495,726,749,1476,3234,13925,70019
1500:1196,2061,2101,5103,7222,9041,10442,15412,18687,25174
1503:454,7526,9372,17769,19529,19719,26096,31901,39134,46216
1517:17,224,226,518,650,866,27097,80218,95331,111233
1518:65,431,481,931,2583,6793,7048,60494,65263,121298
1535:236,299,1912,3841,9230,13739,14750,24676,28505,43517
1551:3751,3943,4338,8276,9372,12015,14617,18666,29221,31390
1552:226,301,669,787,10906,13992,15294,19245,29723,89980
1553:58,101,289,483,518,554,1089,1804,8683,27321
1559:868,3943,5991,9372,16070,17948,43617,74036,87075,108239
1560:3297,8055,8489,10323,17164,17667,19220,27251,84326,85755
1561:97,813,902,1023,2588,2816,3213,4174,9617,11720
1562:709,1494,1890,5465,6809,9372,13083,17934,18578,32199
1569:986,1184,3271,17078,17445,21522,22699,23600,34188,78994
1570:388,470,1231,3505,4008,4816,5575,7841,11535,18835
1588:17,302,654,3886,46420,50311,80185,91208,97112,109588
1589:1217,4255,4536,12175,18971,32848,42489,55794,79942,86063
1591:40,224,262,669,736,873,901,947,1410,35798
1601:116,394,564,749,3841,22440,29823,57346,94500,117968
1602:185,498,2922,8680,14912,16056,17091,23440,26895,84326
1629:119,559,1039,1410,25563,27866,29184,40271,66361,94557
1634:4147,8337,9662,10783,15180,26131,39464,42089,77141,113297
1642:8355,9372,9850,12318,13717,16311,17769,18666,25491,79409
1653:58,302,9372,9850,13717,15134,17769,23813,51027,118309
1654:1890,3160,4054,8100,8105,9580,9789,25164,25491,32199
1655:1009,1653,8355,10415,12175,14136,16514,18604,19529,35840
1668:143,1890,3751,6855,9372,13228,15522,18666,26067,43182
1681:518,749,1494,3013,3751,3915,11535,21270,101736,116920
1703:116,650,709,1886,7312,8355,11485,14912,18666,20192
1721:95,375,559,2115,2246,4697,4907,4967,9580,15487
1727:205,217,381,787,1444,1728,5315,6836,10640,68712
1728:239,269,302,495,656,749,1476,3234,3751,70019
1745:1089,1152,1287,2139,2429,3304,52341,76606,92263,107482
1746:3,17,101,726,1287,1471,2200,2429,2868,96056
1751:427,8964,14202,19552,20483,21276,25026,51158,54638,98373
1756:8,15,493,542,654,726,944,1102,7535,13681
1758:162,394,402,1220,1550,2168,12015,31542,79573,89424
1761:6379,16386,19433,25716,27060,30210,42190,49421,66480,94836
1767:1494,3751,4807,11485,14912,38283,39604,43222,58529,74792
1779:8,17,58,76,84,302,616,654,866,1674
1780:8,17,650,866,10246,32351,68717,88524,104391,120791
1783:7407,12751,43777,49134,49759,52600,55155,79360,97897,101419
1787:909,1217,3751,8355,8964,10022,18666,19442,21798,42167
1788:176,1449,1551,1555,1790,2379,7806,8011,29221,45795
1794:427,1832,1930,23780,25644,31715,39152,42681,63855,79979
1796:1494,2166,2770,10012,10022,15787,20402,29221,32199,51241
1803:32,94,96,294,394,508,709,1109,1499,18578
1820:65,481,571,873,889,931,2583,6793,7048,10041
1821:61,84,1102,1762,1822,2302,2770,14202,25644,27383
1822:909,2976,3013,3476,6957,10560,12318,29221,29841,99999
1823:1220,3751,17769,18666,19529,19719,26096,30002,32831,39119
1840:60,1009,3751,4536,8100,8964,9372,9850,13717,19529
1841:8520,9491,23239,28658,34295,36122,40015,62566,75697,78239
1842:58,73,114,554,633,1804,3730,4174,5553,12455
1850:3,17,28,395,470,726,837,999,1567,2868
1853:29,302,546,749,1549,2030,3234,7037,25442,65568
1854:303,1039,1387,1653,1744,2848,4536,8100,9850,46215
1862:65,119,269,3751,3915,5319,19529,28061,32199,57158
1880:179,472,496,875,901,1023,1119,1126,3841,14912
1883:302,1204,3915,4338,4502,5450,9580,9850,13063,31686
1890:3,238,239,990,5998,10014,40010,72541,79107,120104
1891:4169,4203,4828,5673,6830,9018,14414,20387,28235,49718
1893:185,561,3943,6011,8055,8355,19220,20182,25015,84326
1894:2922,4255,10014,13228,13739,18287,20182,26371,30954,43222
1911:5319,7097,12294,17232,24825,35817,51578,74204,76306,88066
1912:138,521,803,986,1475,1622,2024,2233,4048,26096
1913:223,493,578,813,2428,4032,7059,7409,17487,30074
1930:6754,7160,20411,24752,33763,34015,35218,48930,50931,101857
1932:890,3568,5097,6916,10503,18614,30513,33562,58808,95798
1950:326,578,1548,3465,3751,4054,4254,4536,14202,14617
1951:5182,13490,36824,36996,37497,41525,42869,60195,63173,65588
1952:909,3751,17491,32199,39604,58381,60832,71763,77225,117340
2005:119,356,502,1217,8489,8868,22340,29999,56630,65726
2017:8,17,58,76,84,302,616,654,866,26739
2025:923,18512,18781,31848,61580,77172,90630,92686,111350,111627
2030:32,96,162,518,568,1140,1200,4268,24292,54389
2034:119,410,4249,5395,6186,6527,7217,9160,9914,11503
2038:8881,16070,21610,25769,26967,59526,59976,63373,91985,102642
2046:26567,34052,37401,57773,62106,75951,91537,93076,115500,122632
2058:8794,12495,12597,16147,25649,52829,55235,65161,88234,106372
2068:17,559,1405,1451,1800,3476,3728,5567,9617,14590
2070:15,61,84,322,542,568,654,726,1102,13681
2071:559,650,2085,2906,3751,8100,9850,12042,14202,17123
2072:239,1102,1119,4364,42167,42241,47387,90261,95175,98288
2074:311,924,1164,1410,4660,12868,54776,55687,66517,88579
2075:28,548,749,1449,1653,3476,17769,25491,32199,35840
2076:8,17,29,58,76,84,302,616,654,866
2077:656,1886,4536,8183,8483,9580,9695,10930,17934,42167
2080:29,58,101,289,356,861,16104,43133,60942,93695
2085:829,1382,3476,3551,11720,12133,16625,19220,84326,89092
2097:65,124,559,709,967,8355,15412,18867,25563,43053
2112:22,278,546,1044,1499,2153,5480,14754,48465,110250
2115:65,119,2731,17063,23655,23669,34784,40271,67166,82279
2116:2731,8054,12193,35840,51134,66022,73832,86431,116448,119163
2123:29,65,873,899,1102,14912,16311,29039,40941,80239
2135:94,431,873,931,1359,1382,1966,2583,3250,5767
2141:8,17,58,76,302,616,654,34319,65080,77063
2147:398,3233,3250,3448,3791,4756,7682,10075,13636,14750
2154:2161,2677,5010,5450,10559,11917,12657,17191,29221,32577
2160:15,188,322,3564,4174,10542,11109,23754,30094,32199
2162:661,1147,2012,3211,3599,6097,9417,14226,32748,36122
2170:709,3751,4536,17491,43315,51027,52225,75517,95844,101419
2177:459,4009,12176,14431,14500,22279,46328,54962,57637,72447
2184:3160,3751,8100,9372,9850,11522,13683,13717,33659,79942
2185:22,354,361,394,470,1001,1555,1930,2185,3429
2187:40,375,535,840,875,1069,2162,2275,2548,2703
2211:179,1023,1126,3841,4187,62500,81363,98874,101857,117339
2223:533,5812,6916,7305,12227,14435,17403,62168,87110,111861
2243:119,559,9580,17275,39027,57270,76092,80125,107431,115198
2244:124,699,1405,1548,3915,8055,8100,9850,9943,16347
2247:6,116,554,3250,4251,7586,11485,30002,33060,90261
2250:40,45,168,301,429,500,947,2162,49715,71709
2253:357,986,1551,1790,4919,5103,5575,23445,28732,89716
2260:40,45,168,301,353,429,719,947,2162,23423
2261:1631,8276,9525,15787,16205,17934,19529,26834,35840,51043
2262:8,17,58,76,84,96,302,616,654,866
2290:15,65,94,285,578,1382,2085,2168,8276,19197
2291:1494,3013,3564,3751,10022,13636,32199,40143,45649,53228
2293:58,138,236,2931,4907,22872,33801,54214,84198,102417
2301:3097,3989,7611,10300,11434,14018,15990,19643,22331,38604
2302:8,17,58,76,302,616,654,15642,16229,39395
2304:760,877,2153,2582,9874,22343,32748,36122,48465,65610
2318:116,353,1217,1548,3234,3476,8276,12612,19963,22606
2325:3,61,239,726,875,999,28453,46216,102393,111422
2335:356,1119,1449,15510,20167,25491,28061,29221,32199,82036
2343:17,58,76,302,616,654,21567,55516,73935,106917
2346:1218,6263,13178,29626,36186,39703,52329,65021,72508,74521
2347:640,2186,19075,30997,34298,38831,52756,58282,67760,73249
2348:179,269,829,1874,1888,3013,5076,5542,11535,54357
2362:40,224,262,301,409,669,873,901,947,1410
2363:73,97,101,289,554,813,1804,3730,4174,8276
2364:3,101,239,554,726,1804,2655,4174,40143,107295
2369:1218,2934,3829,4032,5638,5740,6098,11644,29094,78608
2373:563,953,999,1800,2076,2931,7806,9581,15507,49219
2381:17,29,302,394,1109,4255,10022,17431,17769,103397
2382:93,1173,1820,1985,5264,6613,10217,12223,12776,18360
2384:472,496,594,812,1119,2447,3046,4420,7506,14912
2385:29,302,692,749,1476,2121,3234,3730,3751,11699
2392:8,17,58,76,84,302,616,654,866,2703
2393:559,1023,1190,3085,4255,9617,28759,57074,74027,76028
2394:2506,2931,5465,18867,22134,22872,46216,54540,90261,94869
2395:1494,3751,9047,9372,15628,30441,32199,33659,34193,39604
2399:4807,16459,25575,35934,36000,57101,66608,73575,75313,83422
2405:15,356,559,967,1196,1410,2917,6024,17769,51043
2407:546,890,1558,1573,1649,1730,3568,4068,10039,18287
2408:3,239,395,726,837,1567,2361,2868,5025,6284
2419:9249,10493,13874,17224,17793,36009,42199,44167,90192,123315
2429:22,278,354,657,1044,1499,2430,2976,5638,9890
2447:29,101,289,358,554,861,3751,8355,68323,70019
2452:40,225,301,669,875,947,1069,1276,2162,2703
2453:8,17,29,58,76,84,302,616,654,866
2454:179,901,1023,1126,3140,3841,4187,29035,37118,71515
2456:29,32,96,495,692,749,1476,1494,3234,3751
2461:1382,1410,1548,3304,3476,6091,8868,13150,18505,64312
2464:967,8964,11485,12883,13340,17934,22134,70019,76540,99729
2465:119,559,1890,3751,4536,10994,39604,40271,70019,77937
2469:559,10994,12564,16347,17275,25563,29841,67545,81912,86031
2489:2632,7521,12081,17253,23001,24196,28352,36067,38803,54531
2491:40,94,226,301,669,787,873,947,1119,2319
2499:713,1097,3344,9250,13523,15250,23323,27738,50804,73474
2500:65,709,2480,8355,11626,22134,49336,53917,70019,82872
2501:131,162,287,3169,4604,5699,6691,7620,12266,18756
2505:4054,8105,9372,33659,40364,55794,56678,71978,74840,117613
2510:652,3650,30139,40898,48512,51119,74425,98042,103046,118963
2515:29,116,302,495,692,776,1476,3234,4025,16288
2518:1164,2008,3928,4880,18614,35398,58597,58808,84627,111172
2520:1039,5312,7396,8546,12175,17275,19529,22121,23746,35840
2521:398,454,1972,3753,4160,26096,32940,46216,60356,121621
2524:294,302,495,692,749,1001,1476,2185,3234,3429
2536:559,967,1130,3751,4807,8680,8683,17769,20182,38283
2541:9372,9580,16459,18666,27440,32848,35101,51027,57944,66361
2547:1181,1752,2338,2831,2917,2944,3757,7210,27535,31390
2553:226,2719,14479,18939,53316,54440,75486,77721,81086,122207
2558:859,1758,4792,6849,9247,11626,12254,13194,18867,74498
2560:645,1494,3013,3751,13228,22872,39987,46216,46723,73575
2563:8276,8355,15453,16272,18578,19984,29841,32199,39947,43373
2573:749,909,3751,3943,7178,8100,8868,9047,9850,14129
2591:45,1231,1393,2876,4173,4423,5575,7243,8156,99000
2596:44,366,493,578,699,813,1342,2428,7059,26412
2597:9023,23933,28926,28953,50844,54389,81222,90231,96720,116336
2601:311,1589,2433,2734,3001,3028,3162,3730,5553,14259
2604:367,1600,2512,8167,8473,12269,12332,14894,14960,32096
2611:131,239,431,508,931,1382,9617,27592,106565,123064
2612:578,2922,4909,8680,9906,12015,14590,19220,20182,84326
2615:269,3751,8355,9850,12175,16347,17769,19220,28061,84326
2625:774,970,1524,1827,2403,2714,3207,3506,7806,10046
2626:116,699,1653,2897,3751,8100,8964,9850,18666,58990
2634:422,8213,9278,10046,18477,20517,55514,71850,77334,83929
2636:3,29,239,495,749,1476,1511,3234,70019,75086
2639:94,165,508,1065,1881,3093,3250,3288,5689,13838
2650:14600,19433,23102,25716,38794,64536,70173,74367,90235,101433
2661:2470,6924,26834,29582,41019,52754,55790,88352,112286,114839
2663:431,481,571,646,931,1339,2583,4107,7048,21380
2666:17,29,239,302,1196,1550,3234,3250,34115,107281
2676:162,179,289,322,654,1102,1567,4174,6759,8213
2689:94,162,891,1200,1382,1511,3250,54250,54918,74776
2693:790,11796,24141,44435,58900,70055,99521,108762,120178,122548
2708:116,8191,9047,10415,13228,22606,23616,32199,58990,84326
2709:65,238,447,1389,9976,13657,50266,66969,85249,102142
2713:96,493,699,813,999,1109,1822,13615,28707,88280
2715:2259,11917,32973,40015,48356,48465,66083,78263,83191,84089
2716:4238,7733,17893,21085,24589,34128,96532,99401,103914,115880
2727:1653,3751,7909,20913,32825,40127,43029,51511,52225,70896
2730:5871,9227,10520,11485,13228,17275,17769,22340,29999,33701
2731:3751,3943,11449,11485,12710,18127,49290,70019,84549,121136
2734:564,4215,5022,10295,10749,13931,14871,15787,16390,29221
2735:5427,12820,27138,29254,39166,39901,61569,70357,71515,108950
2737:4981,5715,13218,18903,23398,36349,36854,37499,42701,109286
2745:254,375,402,546,559,2115,4697,7194,17934,90779
2746:4158,5595,13137,16151,22338,24118,25368,27209,40142,122107
2748:8,17,58,76,302,616,654,1003,5287,113729
2756:3,239,395,726,925,1550,2868,21422,70945,118314
2760:29,3751,10022,17934,22134,28453,32199,50037,70019,79942
2776:40,225,301,669,947,1069,1276,2162,2703,8178
2799:1351,1738,2481,10163,13151,24381,27189,37509,44318,46108
2802:3,239,395,726,837,1567,2361,2594,2868,5025
2803:8,17,58,76,84,302,616,654,866,2595
2804:508,1065,1382,1508,1614,1881,3071,3250,3288,16582
2805:8,17,29,58,76,84,302,616,654,866
2812:2731,3943,8964,17275,19529,19691,22606,31901,51661,79942
2815:9326,10888,12136,19102,27295,30976,32914,36681,54564,72499
2827:94,273,366,699,1764,5017,8118,14202,15540,62155
2831:29,84,138,239,3234,38028,47387,61227,70019,80239
2846:190,387,7655,8237,12162,16056,19328,88570,90261,98561
2848:521,1217,1221,1494,4054,12015,30485,44275,59543,74243
2853:17,138,224,226,518,650,866,18850,34823,86461
2854:3,239,395,472,496,726,1119,2868,14912,104226
2857:1133,2944,3757,46643,53159,57431,102445,104832,107875,113793
2858:354,2931,3751,9372,9765,17769,33659,45337,56062,116056
2861:116,1926,2233,7926,10180,10981,26981,46215,68210,100504
2871:189,378,1007,2068,2715,3864,3915,5545,8514,38075
2907:116,239,302,654,931,1109,4255,57070,70019,117877
2912:176,226,1435,1449,1551,3789,5545,6455,8011,79521
2914:66,510,591,690,1102,1239,1550,1762,3704,23156
2924:574,1400,2028,2962,4462,7711,9709,12254,16982,23285
2925:1181,2338,2626,5111,5398,6292,7210,8118,12165,15337
2947:1263,2741,15751,17807,18970,46125,66050,66993,68618,90863
2951:17,76,302,654,2745,7803,12712,29768,51550,99399
2959:944,1876,5947,7067,7869,13832,18741,26344,32755,78171
2960:65,15412,22340,27487,42179,46042,46575,48373,94217,119074
2963:246,358,361,1089,1091,1960,2024,4210,5303,8457
2965:17,302,29174,39796,46210,57034,57868,86872,93950,106585
